Technique ID,Technique Name,Procedure Example,Tactic
Access Notifications,T1517,"FlixOnline requests access to the NotificationListenerService , which can allow it to manipulate a device's notifications. [8]",Unknown
Access Notifications,T1517,FluBot can access app notifications. [9],Unknown
Access Notifications,T1517,Hornbill has monitored for SMS and WhatsApp notifications. [10],Unknown
Access Notifications,T1517,Mandrake can capture all device notifications and hide notifications from the user. [11],Unknown
Access Notifications,T1517,S.O.V.A. can silently intercept and manipulate notifications. S.O.V.A. can also inject cookies via push notifications. [12],Unknown
Access Notifications,T1517,SharkBot can intercept notifications to send to the C2 server and take advantage of the Direct Reply feature. [13],Unknown
Access Notifications,T1517,SpyC23 reads notifications from applications and connected wearables. [14] [15] [16] [17],Unknown
Access Notifications,T1517,WolfRAT can receive system notifications. [18],Unknown
Access Notifications,T1517,Application developers could be encouraged to avoid placing sensitive data in notification text.,Unknown
Access Notifications,T1517,"On Android devices with a work profile, the DevicePolicyManager.setPermittedCrossProfileNotificationListeners method can be used to manage the list of applications running within the personal profile that can access notifications generated within the work profile. This policy would not affect notifications generated by the rest of the device. The DevicePolicyManager.setApplicationHidden method can be used to disable notification access for unwanted applications, but this method would also block that entire application from running. [19]",Unknown
Access Notifications,T1517,"Users should be wary of granting applications dangerous or privacy-intrusive permissions, such as access to notifications.",Unknown
Access Notifications,T1517,Permissions Requests,Unknown
Access Notifications,T1517,System Settings,Unknown
Adversary-in-the-Middle,T1638,Most KeyRaider samples hook SSLRead and SSLWrite functions in the itunesstored process to intercept device communication with the Apple App Store. [5],Unknown
Adversary-in-the-Middle,T1638,"Monokle can install attacker-specified certificates to the device's trusted certificate store, enabling an adversary to perform adversary-in-the-middle attacks. [6]",Unknown
Adversary-in-the-Middle,T1638,S.O.V.A. has included adversary-in-the-middle capabilities. [7],Unknown
Adversary-in-the-Middle,T1638,Applications that properly encrypt network traffic may evade some forms of AiTM behavior.,Unknown
Adversary-in-the-Middle,T1638,Recent OS versions have made it more difficult for applications to register as VPN providers.,Unknown
Adversary-in-the-Middle,T1638,Protected Configuration,Unknown
Adversary-in-the-Middle,T1638,Network Connection Creation,Unknown
Adversary-in-the-Middle,T1638,Permissions Request,Unknown
Archive Collected Data,T1532,Anubis exfiltrates data encrypted (with RC4) by its ransomware module. [1],Unknown
Archive Collected Data,T1532,Asacub has encrypted C2 communications using Base64-encoded RC4. [2],Unknown
Archive Collected Data,T1532,BOULDSPY can encrypt its data before exfiltration. [3],Unknown
Archive Collected Data,T1532,BRATA has compressed data with the zlib library before exfiltration. [4],Unknown
Archive Collected Data,T1532,"During C0033 , PROMETHIUM used StrongPity to exfiltrate encrypted data to the C2 server. [5]",Unknown
Archive Collected Data,T1532,Desert Scorpion can encrypt exfiltrated data. [6],Unknown
Archive Collected Data,T1532,Exodus One encrypts data using XOR prior to exfiltration. [7],Unknown
Archive Collected Data,T1532,FrozenCell has compressed and encrypted data before exfiltration using password protected .7z archives. [8],Unknown
Archive Collected Data,T1532,Golden Cup has encrypted exfiltrated data using AES in ECB mode. [9],Unknown
Archive Collected Data,T1532,GolfSpy encrypts data using a simple XOR operation with a pre-configured key prior to exfiltration. [10],Unknown
Archive Collected Data,T1532,LightSpy collects and compresses data to be exfiltrated using SSZipArchive. [11] [12],Unknown
Archive Collected Data,T1532,Sunbird can exfiltrate collected data as a ZIP file. [13],Unknown
Archive Collected Data,T1532,Triada encrypts data prior to exfiltration. [14],Unknown
Audio Capture,T1429,AbstractEmu can grant itself microphone permissions. [4],Unknown
Audio Capture,T1429,AhRat can record audio using a device’s microphone. [5],Unknown
Audio Capture,T1429,AndroRAT gathers audio from the microphone. [6] [7],Unknown
Audio Capture,T1429,Anubis can record phone calls and audio. [8],Unknown
Audio Capture,T1429,"BOULDSPY can access a device’s microphone to record audio, as well as cell and VoIP application calls. [9]",Unknown
Audio Capture,T1429,BusyGasper can record audio. [10],Unknown
Audio Capture,T1429,"During C0033 , PROMETHIUM used StrongPity to record phone calls. [11]",Unknown
Audio Capture,T1429,CarbonSteal can remotely capture device audio. [12],Unknown
Audio Capture,T1429,Corona Updates can record MP4 files and monitor calls. [13],Unknown
Audio Capture,T1429,Dendroid can record audio and outgoing calls. [14],Unknown
Audio Capture,T1429,Desert Scorpion can record audio from phone calls and the device microphone. [15],Unknown
Audio Capture,T1429,DoubleAgent has captured audio and can record phone calls. [12],Unknown
Audio Capture,T1429,DroidJack is capable of recording device phone calls. [16],Unknown
Audio Capture,T1429,Escobar can record audio from the device’s microphone. [17],Unknown
Audio Capture,T1429,eSurv can record audio. [18],Unknown
Audio Capture,T1429,Exodus Two can record audio from the compromised device's microphone and can record call audio in 3GP format. [19],Unknown
Audio Capture,T1429,Fakecalls can turn on a device’s microphone to capture audio. [20],Unknown
Audio Capture,T1429,FinFisher uses the device microphone to record phone conversations. [21],Unknown
Audio Capture,T1429,"FlexiSpy can record both incoming and outgoing phone calls, as well as microphone audio. [22]",Unknown
Audio Capture,T1429,FrozenCell has recorded calls. [23],Unknown
Audio Capture,T1429,Golden Cup can record audio from the microphone and phone calls. [24],Unknown
Audio Capture,T1429,GoldenEagle has recorded calls and environment audio in .amr format. [12],Unknown
Audio Capture,T1429,GolfSpy can record audio and phone calls. [25],Unknown
Audio Capture,T1429,HenBox can access the device’s microphone. [26],Unknown
Audio Capture,T1429,HilalRAT can activate a device’s microphone. [27],Unknown
Audio Capture,T1429,Hornbill can record environmental and call audio. [28],Unknown
Audio Capture,T1429,"LightSpy has captured environment audio, phone calls and Voice over IP (VoIP) calls. [29] [30] [31] [32] [33]",Unknown
Audio Capture,T1429,"Monokle can record audio from the device's microphone and can record phone calls, specifying the output audio quality. [34]",Unknown
Audio Capture,T1429,"During Operation Triangulation , the threat actors used a microphone-recording module. [35]",Unknown
Audio Capture,T1429,Pallas captures audio from the device microphone. [21],Unknown
Audio Capture,T1429,Pegasus for Android has the ability to record device audio. [36],Unknown
Audio Capture,T1429,Pegasus for iOS has the ability to record audio. [37],Unknown
Audio Capture,T1429,Phenakite can record phone calls. [38],Unknown
